phrase,site,timestamp,frequency
phrase_215,site_47,2008-10-20 06:49:19,62
phrase_299,site_22,2008-11-29 08:56:05,45
phrase_415,site_181,2008-10-17 22:18:14,79
phrase_250,site_147,2008-09-06 20:58:31,69
phrase_19,site_27,2008-09-14 21:39:03,98
phrase_67,site_8,2008-12-03 03:15:46,84
phrase_249,site_107,2008-12-07 13:06:45,39
phrase_413,site_50,2008-11-12 17:15:29,71
phrase_428,site_118,2008-09-17 01:52:39,26
phrase_430,site_29,2008-09-09 11:34:34,8
phrase_481,site_175,2008-10-29 19:39:32,23
phrase_491,site_127,2008-12-09 13:59:22,11
phrase_85,site_82,2008-11-15 01:03:35,14
phrase_476,site_131,2008-11-22 17:02:57,57
phrase_257,site_67,2008-11-13 10:04:33,72
phrase_102,site_95,2008-09-30 13:31:36,43
phrase_113,site_13,2008-11-21 19:09:29,42
phrase_124,site_54,2008-12-28 02:34:13,52
phrase_469,site_59,2008-11-06 09:21:12,27
phrase_484,site_87,2008-11-26 01:27:08,5
phrase_130,site_183,2008-09-01 17:33:13,17
phrase_336,site_3,2008-10-19 17:09:56,50
phrase_367,site_143,2008-09-24 17:50:43,38
phrase_464,site_183,2008-09-20 20:48:00,99
phrase_178,site_189,2008-11-28 13:56:31,35
phrase_227,site_111,2008-12-24 18:41:07,82
phrase_284,site_27,2008-09-28 14:40:19,60
phrase_334,site_81,2008-11-19 20:41:41,16
phrase_200,site_27,2008-11-23 06:17:23,67
phrase_276,site_46,2008-11-15 15:55:57,36
phrase_247,site_104,2008-09-17 21:56:00,100
phrase_401,site_131,2008-11-16 10:04:42,15
phrase_291,site_35,2008-10-31 16:06:52,9
phrase_213,site_130,2008-12-10 11:30:49,38
phrase_359,site_91,2008-12-20 04:13:21,2
phrase_51,site_180,2008-09-01 10:38:42,29
phrase_271,site_101,2008-12-23 13:11:35,43
phrase_220,site_9,2008-09-15 10:33:10,23
phrase_462,site_167,2008-09-27 09:11:31,36
phrase_500,site_146,2008-11-27 02:54:51,39
phrase_385,site_137,2008-11-10 20:45:45,78
phrase_91,site_98,2008-11-27 06:36:51,9
phrase_242,site_4,2008-10-20 07:27:34,25
phrase_322,site_180,2008-10-20 00:11:24,24
phrase_44,site_9,2008-09-09 14:04:20,8
phrase_159,site_97,2008-12-13 10:36:21,40
phrase_343,site_132,2008-12-17 06:59:38,73
phrase_390,site_173,2008-11-07 13:13:18,59
phrase_259,site_118,2008-10-30 05:23:55,81
phrase_138,site_195,2008-09-22 00:42:26,17
phrase_459,site_50,2008-09-27 13:33:11,67
phrase_456,site_175,2008-10-18 22:55:08,89
phrase_142,site_132,2008-11-21 18:19:46,13
phrase_285,site_160,2008-11-10 08:11:21,11
phrase_432,site_79,2008-11-19 11:58:43,82
phrase_480,site_10,2008-11-23 08:45:19,45
phrase_380,site_187,2008-10-17 20:26:04,73
phrase_487,site_132,2008-09-21 18:39:08,67
phrase_147,site_4,2008-10-24 06:15:47,64
phrase_393,site_92,2008-12-08 23:33:35,69
phrase_173,site_68,2008-12-12 01:13:59,12
phrase_110,site_145,2008-11-04 14:02:15,77
phrase_235,site_23,2008-09-30 02:37:25,46
phrase_487,site_149,2008-09-19 07:23:05,86
phrase_387,site_130,2008-09-25 05:34:53,91
phrase_391,site_1,2008-09-10 11:29:05,12
phrase_43,site_71,2008-12-05 07:39:57,18
phrase_261,site_94,2008-11-26 06:55:43,30
phrase_392,site_140,2008-09-01 22:40:23,73
phrase_1,site_21,2008-11-02 14:13:00,15
phrase_2,site_95,2008-09-22 05:19:53,94
phrase_61,site_34,2008-09-01 01:09:11,19
phrase_15,site_32,2008-12-06 04:21:49,54
phrase_384,site_142,2008-11-17 19:13:52,95
phrase_45,site_135,2008-11-27 12:19:53,88
phrase_429,site_79,2008-09-27 23:05:47,25
phrase_422,site_29,2008-10-13 19:17:24,100
phrase_215,site_20,2008-11-08 06:25:28,14
phrase_496,site_36,2008-10-08 00:55:09,41
phrase_15,site_179,2008-10-25 08:58:22,74
phrase_96,site_125,2008-12-05 00:41:05,60
phrase_431,site_141,2008-11-27 05:21:28,42
phrase_426,site_50,2008-11-11 21:07:16,73
phrase_3,site_64,2008-10-10 11:14:47,98
phrase_384,site_91,2008-10-04 17:49:55,37
phrase_273,site_31,2008-12-08 10:58:18,62
phrase_60,site_168,2008-10-27 18:22:41,99
phrase_448,site_135,2008-11-05 14:55:36,26
phrase_211,site_150,2008-12-10 20:34:20,90
phrase_465,site_83,2008-11-11 04:26:15,46
phrase_278,site_145,2008-12-17 04:06:23,39
phrase_105,site_181,2008-11-15 06:53:53,87
phrase_140,site_90,2008-10-26 00:28:31,50
phrase_482,site_37,2008-09-15 00:47:57,63
phrase_473,site_165,2008-11-22 20:45:06,8
phrase_468,site_107,2008-09-01 14:57:21,16
phrase_427,site_189,2008-11-18 00:36:41,9
phrase_73,site_108,2008-09-19 11:20:19,4
phrase_64,site_130,2008-09-18 23:15:12,78
phrase_436,site_88,2008-09-30 19:53:59,74
phrase_374,site_8,2008-12-04 02:05:26,32
phrase_83,site_96,2008-10-10 16:51:29,40
phrase_480,site_108,2008-11-18 21:07:47,93
phrase_172,site_100,2008-11-16 19:53:52,85
phrase_234,site_40,2008-09-25 08:32:24,98
phrase_212,site_164,2008-09-03 05:50:20,79
phrase_49,site_179,2008-12-01 18:39:31,78
phrase_206,site_176,2008-12-28 04:06:44,92
phrase_282,site_4,2008-10-05 11:07:01,60
phrase_149,site_147,2008-09-02 08:03:39,46
phrase_371,site_143,2008-12-11 01:57:50,57
phrase_342,site_64,2008-11-09 15:51:37,65
phrase_315,site_70,2008-11-14 08:05:45,59
phrase_359,site_153,2008-12-18 22:52:34,88
phrase_211,site_27,2008-12-14 20:17:34,26
phrase_418,site_115,2008-12-21 09:34:01,15
phrase_250,site_47,2008-12-02 06:16:23,31
phrase_93,site_110,2008-11-27 13:41:01,9
phrase_8,site_136,2008-09-27 16:46:07,40
phrase_457,site_95,2008-10-14 16:40:35,16
phrase_26,site_1,2008-11-21 23:13:24,33
phrase_458,site_11,2008-11-01 07:05:24,19
phrase_292,site_38,2008-09-03 15:30:06,7
phrase_474,site_59,2008-10-27 11:23:02,25
phrase_479,site_16,2008-12-11 07:16:37,100
phrase_425,site_97,2008-10-31 14:57:46,71
phrase_38,site_57,2008-11-28 22:01:47,32
phrase_276,site_3,2008-11-08 14:09:32,47
phrase_336,site_199,2008-11-21 14:15:01,90
phrase_216,site_193,2008-11-17 01:04:49,59
phrase_139,site_38,2008-12-14 19:13:18,32
phrase_88,site_40,2008-11-07 19:40:23,20
phrase_491,site_45,2008-09-01 03:10:27,44
phrase_413,site_37,2008-09-19 11:32:02,88
phrase_306,site_174,2008-11-06 04:18:24,15
phrase_379,site_96,2008-09-21 23:05:45,42
phrase_291,site_179,2008-09-26 02:29:10,3
phrase_384,site_151,2008-11-05 00:58:43,58
phrase_487,site_88,2008-09-30 19:45:49,52
phrase_22,site_17,2008-10-17 03:44:57,24
phrase_216,site_92,2008-09-22 16:49:17,91
phrase_485,site_166,2008-09-26 01:25:21,55
phrase_283,site_129,2008-09-17 08:06:10,56
phrase_35,site_68,2008-10-16 09:07:16,80
phrase_84,site_198,2008-10-17 12:00:28,83
phrase_481,site_197,2008-09-10 00:47:32,42
phrase_463,site_2,2008-10-01 20:49:22,35
phrase_112,site_43,2008-10-27 05:27:52,6
phrase_286,site_169,2008-10-06 04:33:18,47
phrase_8,site_144,2008-11-09 11:22:23,17
phrase_437,site_146,2008-10-11 04:07:47,98
phrase_304,site_128,2008-09-14 00:10:11,50
phrase_17,site_10,2008-10-24 18:27:01,18
phrase_24,site_75,2008-09-25 19:12:37,26
phrase_160,site_170,2008-12-03 03:31:21,15
phrase_428,site_69,2008-10-28 06:05:01,54
phrase_354,site_66,2008-11-01 15:49:15,38
phrase_276,site_97,2008-12-22 11:33:07,33
phrase_59,site_55,2008-10-07 11:08:00,69
phrase_324,site_39,2008-12-16 12:46:01,29
phrase_207,site_172,2008-11-04 09:30:33,90
phrase_491,site_129,2008-11-11 08:57:09,96
phrase_441,site_165,2008-12-12 00:38:07,57
phrase_353,site_56,2008-09-02 23:32:58,96
phrase_147,site_8,2008-10-13 23:10:06,51
phrase_419,site_111,2008-10-21 02:29:01,22
phrase_104,site_151,2008-11-20 18:40:49,20
phrase_280,site_173,2008-12-25 10:12:23,34
phrase_81,site_14,2008-12-07 15:26:37,29
phrase_56,site_83,2008-11-10 15:46:16,82
phrase_93,site_5,2008-11-15 21:11:12,84
phrase_66,site_67,2008-12-25 19:46:52,65
phrase_86,site_62,2008-09-11 22:31:31,42
phrase_309,site_116,2008-09-23 16:08:24,49
phrase_423,site_36,2008-09-03 12:09:02,19
phrase_190,site_18,2008-12-02 07:37:41,48
phrase_212,site_136,2008-10-21 08:51:36,98
phrase_182,site_149,2008-10-03 18:26:48,27
phrase_303,site_62,2008-12-26 19:15:27,95
phrase_245,site_43,2008-11-02 06:14:30,16
phrase_436,site_199,2008-09-08 10:22:01,47
phrase_375,site_54,2008-11-21 06:44:16,32
phrase_294,site_181,2008-10-24 22:50:53,96
phrase_205,site_146,2008-10-23 06:02:57,47
phrase_88,site_125,2008-10-19 00:51:40,68
phrase_362,site_188,2008-10-25 00:05:19,22
phrase_32,site_138,2008-10-26 04:22:30,93
phrase_2,site_143,2008-11-10 11:34:43,50
phrase_461,site_198,2008-10-01 07:05:37,55
phrase_276,site_163,2008-09-17 06:38:18,94
phrase_187,site_34,2008-09-15 01:36:51,13
phrase_407,site_164,2008-10-17 11:57:18,56
phrase_124,site_47,2008-09-09 20:51:06,70
phrase_482,site_55,2008-10-08 21:52:22,66
phrase_208,site_52,2008-12-14 15:38:12,47
phrase_289,site_152,2008-12-01 02:45:21,100
phrase_387,site_136,2008-10-03 17:33:12,49
phrase_10,site_153,2008-10-05 22:28:08,64
phrase_438,site_98,2008-11-12 23:29:37,31
phrase_19,site_38,2008-10-18 03:44:55,74
phrase_170,site_90,2008-11-21 01:33:14,48
phrase_481,site_100,2008-10-30 07:13:28,84
phrase_366,site_175,2008-11-28 08:33:46,36
phrase_305,site_118,2008-09-04 11:03:15,2
phrase_309,site_177,2008-10-21 23:53:58,55
phrase_36,site_109,2008-11-03 04:08:56,80
phrase_93,site_10,2008-10-21 23:29:57,21
phrase_319,site_6,2008-11-02 06:35:55,34
phrase_249,site_54,2008-12-14 17:06:56,6
phrase_401,site_14,2008-11-01 20:31:08,95
phrase_194,site_23,2008-09-07 07:31:24,29
phrase_449,site_8,2008-11-09 22:16:01,68
phrase_258,site_189,2008-12-22 19:36:01,51
phrase_498,site_116,2008-12-06 00:39:42,39
phrase_267,site_104,2008-12-29 18:21:52,79
phrase_470,site_197,2008-09-27 03:13:09,50
phrase_300,site_180,2008-10-28 12:50:19,48
phrase_481,site_9,2008-11-13 17:56:20,80
phrase_494,site_197,2008-10-07 18:31:02,79
phrase_128,site_172,2008-10-11 06:34:20,51
phrase_194,site_106,2008-12-18 04:18:19,8
phrase_72,site_55,2008-09-17 03:32:32,29
phrase_426,site_24,2008-09-08 06:17:25,11
phrase_436,site_34,2008-11-14 01:24:48,21
phrase_357,site_65,2008-10-20 23:10:58,98
phrase_184,site_150,2008-11-19 07:34:55,70
phrase_258,site_82,2008-11-22 10:52:20,75
phrase_337,site_32,2008-10-19 16:44:38,11
phrase_418,site_109,2008-09-15 15:12:09,87
phrase_425,site_157,2008-09-25 04:34:49,96
phrase_133,site_20,2008-10-08 16:53:00,3
phrase_200,site_39,2008-12-27 21:01:09,91
phrase_49,site_135,2008-09-03 02:08:28,4
phrase_292,site_51,2008-12-13 08:10:27,15
phrase_70,site_57,2008-10-10 09:43:35,16
phrase_345,site_84,2008-10-09 04:36:19,89
phrase_236,site_64,2008-12-26 02:09:30,48
phrase_364,site_193,2008-12-01 23:50:02,12
phrase_489,site_115,2008-12-27 20:36:42,63
phrase_46,site_97,2008-09-27 03:54:15,45
phrase_371,site_129,2008-12-14 05:35:30,20
phrase_422,site_35,2008-12-26 16:45:36,1
phrase_321,site_79,2008-11-06 18:42:31,75
phrase_379,site_63,2008-10-19 20:15:03,29
phrase_199,site_194,2008-11-19 10:08:16,1
phrase_286,site_95,2008-10-02 13:48:10,84
phrase_12,site_192,2008-10-10 18:29:06,42
phrase_215,site_181,2008-09-26 02:11:18,33
phrase_151,site_38,2008-12-11 05:10:53,64
phrase_317,site_4,2008-12-17 03:47:48,4
phrase_263,site_41,2008-09-23 11:55:54,97
phrase_186,site_41,2008-12-16 16:37:06,50
phrase_397,site_3,2008-10-18 03:50:15,40
phrase_355,site_200,2008-09-10 14:13:00,32
phrase_346,site_92,2008-12-22 07:41:51,54
phrase_96,site_7,2008-10-12 03:29:43,37
phrase_244,site_89,2008-12-10 09:10:29,28
phrase_337,site_74,2008-09-02 11:10:39,99
phrase_80,site_88,2008-12-23 08:48:47,38
phrase_292,site_90,2008-09-24 18:47:41,8
phrase_232,site_159,2008-10-25 11:01:43,79
phrase_415,site_19,2008-10-28 12:56:14,79
phrase_8,site_11,2008-09-26 05:22:37,22
phrase_207,site_61,2008-09-14 22:58:20,29
phrase_152,site_34,2008-11-30 11:06:27,52
phrase_327,site_197,2008-10-27 01:12:56,26
phrase_258,site_120,2008-10-02 03:57:28,18
phrase_166,site_142,2008-11-27 04:14:20,56
phrase_344,site_175,2008-11-28 00:20:16,56
phrase_256,site_68,2008-10-20 23:14:45,33
phrase_7,site_197,2008-12-10 10:29:39,89
phrase_499,site_132,2008-11-05 12:04:56,42
phrase_403,site_197,2008-12-18 00:36:09,23
phrase_483,site_166,2008-11-17 23:45:43,68
phrase_13,site_76,2008-09-05 09:27:20,70
phrase_371,site_73,2008-10-02 18:19:47,83
phrase_168,site_77,2008-09-30 12:38:48,29
phrase_324,site_103,2008-09-18 20:41:35,55
phrase_475,site_156,2008-11-23 05:32:34,79
phrase_157,site_164,2008-12-05 04:56:03,35
phrase_389,site_36,2008-10-14 01:44:42,89
phrase_457,site_20,2008-11-13 21:04:24,18
phrase_337,site_156,2008-11-29 14:58:09,18
phrase_413,site_40,2008-11-27 10:04:55,83
phrase_440,site_56,2008-10-19 06:11:12,20
phrase_472,site_196,2008-12-09 11:02:08,5
phrase_381,site_72,2008-12-22 20:54:26,55
phrase_108,site_42,2008-11-05 05:25:06,3
phrase_492,site_147,2008-09-05 13:45:47,58
phrase_183,site_42,2008-09-25 16:53:36,82
phrase_275,site_141,2008-10-29 11:37:31,70
phrase_417,site_157,2008-11-27 20:51:48,14
phrase_80,site_114,2008-12-15 04:41:25,88
phrase_14,site_163,2008-10-30 17:43:04,88
phrase_242,site_98,2008-11-08 07:28:01,73
phrase_495,site_42,2008-10-10 18:43:54,52
phrase_247,site_124,2008-09-21 19:21:01,10
phrase_145,site_21,2008-11-13 13:31:20,96
phrase_106,site_12,2008-11-05 12:10:35,86
phrase_278,site_33,2008-12-14 18:52:25,15
phrase_438,site_173,2008-12-16 08:00:57,57
phrase_283,site_71,2008-10-06 10:45:01,61
phrase_330,site_55,2008-10-18 15:02:13,66
phrase_455,site_92,2008-09-18 11:15:54,60
phrase_194,site_80,2008-09-23 16:22:46,63
phrase_59,site_192,2008-10-28 15:22:40,24
phrase_85,site_88,2008-10-31 08:56:45,14
phrase_169,site_71,2008-10-04 15:41:58,24
phrase_186,site_67,2008-12-20 17:31:26,66
phrase_499,site_184,2008-11-02 17:59:05,31
phrase_188,site_163,2008-11-01 18:53:37,93
phrase_489,site_134,2008-09-06 19:31:47,59
phrase_176,site_192,2008-12-09 15:46:39,50
phrase_106,site_18,2008-12-18 04:57:50,38
phrase_272,site_119,2008-09-02 16:07:22,12
phrase_229,site_192,2008-11-13 11:03:33,45
phrase_339,site_166,2008-09-19 11:01:51,34
phrase_58,site_140,2008-12-06 07:40:26,81
phrase_158,site_116,2008-11-12 17:06:18,39
phrase_380,site_54,2008-12-07 09:30:12,81
phrase_154,site_170,2008-10-22 17:02:50,88
phrase_448,site_8,2008-10-13 06:38:44,99
phrase_414,site_184,2008-12-06 19:30:32,44
phrase_6,site_157,2008-11-30 02:06:31,21
phrase_31,site_55,2008-10-31 06:28:00,99
phrase_343,site_153,2008-09-22 22:11:30,21
phrase_209,site_92,2008-12-02 16:33:41,81
phrase_248,site_80,2008-10-03 09:56:20,19
phrase_187,site_35,2008-10-11 13:41:40,78
phrase_58,site_32,2008-09-12 16:40:51,40
phrase_44,site_117,2008-10-06 07:53:54,63
phrase_490,site_128,2008-11-21 02:34:07,40
phrase_369,site_143,2008-11-30 07:37:52,14
phrase_270,site_167,2008-09-26 21:21:25,33
phrase_236,site_149,2008-10-17 20:54:04,67
phrase_497,site_198,2008-11-14 19:34:46,43
phrase_248,site_41,2008-10-14 07:15:15,49
phrase_151,site_20,2008-12-08 16:45:07,21
phrase_309,site_62,2008-12-10 12:05:11,77
phrase_70,site_19,2008-09-15 23:43:48,72
phrase_458,site_155,2008-11-20 03:57:24,37
phrase_103,site_36,2008-12-29 16:46:11,15
phrase_388,site_75,2008-12-02 11:52:02,21
phrase_176,site_179,2008-11-18 11:14:38,48
phrase_231,site_4,2008-10-24 04:07:57,6
phrase_5,site_75,2008-11-09 20:03:24,66
phrase_418,site_157,2008-11-22 16:42:31,52
phrase_441,site_177,2008-09-15 08:49:24,54
phrase_318,site_195,2008-10-20 10:25:04,83
phrase_198,site_46,2008-10-06 10:33:56,62
phrase_482,site_183,2008-12-17 01:40:27,15
phrase_395,site_74,2008-09-17 06:17:33,3
phrase_53,site_115,2008-11-05 23:37:06,94
phrase_320,site_108,2008-11-25 02:22:03,81
phrase_365,site_20,2008-10-05 05:59:18,22
phrase_34,site_38,2008-09-11 11:36:43,86
phrase_259,site_185,2008-12-30 09:25:26,57
phrase_13,site_199,2008-09-26 15:55:56,20
phrase_254,site_142,2008-11-16 00:45:52,30
phrase_64,site_66,2008-11-20 18:11:47,72
phrase_379,site_102,2008-12-11 20:43:56,84
phrase_397,site_174,2008-09-09 01:25:52,13
phrase_476,site_126,2008-12-16 12:32:54,87
phrase_183,site_143,2008-12-08 12:56:18,50
phrase_214,site_162,2008-10-28 08:36:12,62
phrase_259,site_17,2008-11-06 02:04:48,87
phrase_353,site_110,2008-12-11 17:44:38,29
phrase_339,site_126,2008-11-29 05:48:37,5
phrase_295,site_93,2008-12-12 18:21:48,68
phrase_42,site_112,2008-12-23 03:36:43,44
phrase_331,site_171,2008-11-14 06:40:33,7
phrase_462,site_59,2008-11-03 23:42:46,95
phrase_35,site_75,2008-10-25 13:03:17,23
phrase_204,site_41,2008-12-02 11:22:00,44
phrase_109,site_69,2008-11-20 16:41:38,59
phrase_321,site_96,2008-10-30 23:27:59,15
phrase_317,site_199,2008-11-13 01:28:33,10
phrase_50,site_61,2008-12-10 01:06:49,47
phrase_446,site_116,2008-11-23 04:18:55,62
phrase_283,site_101,2008-09-13 15:43:37,86
phrase_244,site_152,2008-10-27 15:16:32,67
phrase_120,site_179,2008-11-01 12:31:35,47
phrase_332,site_97,2008-11-01 21:14:05,66
phrase_12,site_31,2008-11-03 20:04:42,31
phrase_33,site_106,2008-12-13 01:05:16,75
phrase_162,site_59,2008-09-26 08:32:12,83
phrase_314,site_42,2008-10-11 09:05:09,28
phrase_484,site_88,2008-10-17 00:37:56,24
phrase_4,site_100,2008-09-20 02:53:29,7
phrase_347,site_112,2008-11-02 19:34:56,39
phrase_296,site_82,2008-09-07 15:01:20,58
phrase_91,site_8,2008-10-21 18:14:34,89
phrase_144,site_100,2008-09-14 10:47:00,54
phrase_36,site_3,2008-10-16 04:19:48,38
phrase_110,site_47,2008-12-10 12:48:24,100
phrase_428,site_25,2008-10-15 12:46:50,92
phrase_62,site_108,2008-12-18 02:12:05,2
phrase_220,site_42,2008-10-08 02:23:40,79
phrase_121,site_126,2008-12-19 21:10:44,39
phrase_24,site_14,2008-10-11 10:01:01,3
phrase_413,site_184,2008-11-06 02:42:48,75
phrase_304,site_197,2008-09-05 12:53:19,41
phrase_99,site_5,2008-11-29 19:33:55,23
phrase_420,site_44,2008-10-22 02:31:14,41
phrase_61,site_110,2008-10-13 04:39:37,25
phrase_192,site_183,2008-12-11 18:07:31,82
phrase_333,site_101,2008-10-12 23:43:47,47
phrase_107,site_172,2008-12-30 19:22:59,9
phrase_484,site_176,2008-11-30 12:54:11,61
phrase_244,site_10,2008-09-21 03:34:03,78
phrase_159,site_20,2008-09-11 03:39:05,68
phrase_294,site_3,2008-10-31 15:09:10,24
phrase_198,site_71,2008-12-05 11:04:47,22
phrase_462,site_59,2008-10-27 06:55:12,4
phrase_124,site_10,2008-09-08 00:41:36,49
phrase_194,site_169,2008-10-19 13:03:21,81
phrase_313,site_98,2008-09-23 00:13:45,32
phrase_260,site_144,2008-10-19 22:58:11,47
phrase_212,site_49,2008-09-28 20:15:24,64
phrase_165,site_49,2008-10-06 00:00:20,51
phrase_143,site_144,2008-12-30 12:38:35,26
phrase_100,site_126,2008-09-21 21:29:54,99
phrase_133,site_12,2008-12-13 20:14:16,58
phrase_216,site_125,2008-10-25 23:56:13,35
phrase_289,site_132,2008-11-26 11:40:16,18
phrase_324,site_123,2008-10-14 17:26:45,55
phrase_59,site_1,2008-11-11 08:31:11,51
phrase_201,site_136,2008-12-06 00:20:26,47
phrase_493,site_140,2008-11-11 17:29:52,73
phrase_458,site_128,2008-12-04 13:41:54,94
phrase_185,site_18,2008-10-27 13:22:03,96
phrase_323,site_167,2008-11-22 19:46:53,66
phrase_123,site_14,2008-10-08 09:20:04,30
phrase_206,site_41,2008-12-12 10:14:30,35
phrase_247,site_180,2008-12-18 15:34:20,4
phrase_339,site_143,2008-12-27 06:04:33,56
phrase_150,site_8,2008-09-04 15:14:23,100
phrase_13,site_24,2008-12-26 23:28:23,17
phrase_221,site_151,2008-12-13 05:07:33,29
phrase_346,site_151,2008-10-14 05:14:20,91
phrase_484,site_193,2008-12-09 15:57:29,22
phrase_235,site_7,2008-12-04 10:58:26,21
phrase_487,site_120,2008-12-29 13:31:08,66
phrase_484,site_110,2008-10-31 08:49:14,72
phrase_114,site_16,2008-12-04 19:12:24,52
phrase_302,site_95,2008-09-29 06:26:35,8
phrase_457,site_21,2008-10-20 02:12:21,87
phrase_429,site_74,2008-11-07 17:47:52,52
phrase_40,site_179,2008-10-01 15:18:04,61
phrase_495,site_177,2008-11-23 18:52:21,18
phrase_447,site_58,2008-11-29 15:49:17,85
phrase_489,site_69,2008-12-23 04:25:37,72
phrase_157,site_57,2008-11-25 16:27:40,75
phrase_189,site_194,2008-11-10 19:00:23,27
phrase_303,site_51,2008-11-22 06:43:24,52
phrase_144,site_164,2008-09-03 10:58:11,6
phrase_231,site_140,2008-12-20 16:33:14,15
phrase_478,site_36,2008-12-13 12:22:39,63
phrase_62,site_75,2008-10-23 05:06:43,84
phrase_428,site_190,2008-11-05 01:11:14,93
phrase_490,site_159,2008-10-20 16:44:32,58
phrase_460,site_195,2008-10-29 02:26:43,15
phrase_52,site_57,2008-10-01 09:50:10,81
phrase_219,site_99,2008-11-05 14:40:42,15
phrase_167,site_98,2008-12-26 15:43:38,62
phrase_187,site_163,2008-09-24 09:57:31,79
phrase_194,site_182,2008-11-18 02:30:05,2
phrase_397,site_6,2008-09-10 21:15:02,31
phrase_270,site_156,2008-12-13 12:35:32,89
phrase_59,site_15,2008-10-13 12:25:19,30
phrase_488,site_75,2008-11-22 23:25:55,39
phrase_409,site_132,2008-09-13 01:27:45,84
phrase_271,site_5,2008-11-23 19:13:49,17
phrase_317,site_64,2008-11-26 12:33:25,60
phrase_460,site_52,2008-09-12 02:51:52,26
phrase_191,site_102,2008-12-23 19:43:08,84
phrase_112,site_82,2008-09-05 06:52:41,43
phrase_379,site_145,2008-10-14 18:45:43,91
phrase_102,site_7,2008-09-22 19:06:28,24
phrase_190,site_36,2008-09-11 19:03:01,76
phrase_240,site_168,2008-10-26 01:23:17,24
phrase_463,site_10,2008-09-18 14:33:19,61
phrase_19,site_149,2008-09-27 09:35:14,40
phrase_165,site_11,2008-12-01 15:11:31,20
phrase_58,site_193,2008-10-04 14:13:43,9
phrase_154,site_84,2008-09-17 04:06:54,31
phrase_265,site_7,2008-11-04 18:27:39,52
phrase_58,site_30,2008-11-11 20:15:39,30
phrase_291,site_67,2008-09-14 09:25:46,82
phrase_351,site_98,2008-10-30 08:58:24,22
phrase_486,site_37,2008-12-05 18:38:53,79
phrase_411,site_96,2008-12-13 15:19:32,96
phrase_303,site_146,2008-10-29 07:38:25,4
phrase_490,site_16,2008-10-01 03:10:40,55
phrase_327,site_136,2008-12-01 17:27:04,49
phrase_40,site_37,2008-09-18 03:55:41,83
phrase_391,site_51,2008-11-22 15:02:49,23
phrase_26,site_181,2008-09-10 09:40:38,17
phrase_320,site_93,2008-09-25 22:12:30,66
phrase_247,site_196,2008-09-10 22:30:58,28
phrase_43,site_162,2008-11-12 06:45:50,76
phrase_419,site_29,2008-10-11 02:40:04,31
phrase_157,site_54,2008-11-30 10:34:01,34
phrase_447,site_18,2008-10-31 13:14:04,21
phrase_391,site_64,2008-10-22 01:14:59,4
phrase_469,site_47,2008-12-24 23:28:53,80
phrase_476,site_30,2008-12-20 23:21:31,67
phrase_260,site_154,2008-10-31 18:58:19,16
phrase_228,site_184,2008-11-22 01:54:57,44
phrase_77,site_191,2008-12-17 09:42:52,92
phrase_175,site_147,2008-11-29 15:08:22,96
phrase_421,site_105,2008-12-18 03:48:47,71
phrase_9,site_94,2008-12-30 03:30:36,67
phrase_251,site_149,2008-11-05 18:25:24,9
phrase_368,site_157,2008-10-27 17:53:34,69
phrase_193,site_161,2008-10-27 13:08:11,32
phrase_406,site_74,2008-10-03 22:34:33,67
phrase_16,site_93,2008-11-20 12:54:58,6
phrase_478,site_161,2008-11-26 03:22:24,29
phrase_27,site_161,2008-11-01 17:06:35,77
phrase_110,site_92,2008-10-03 15:11:07,100
phrase_347,site_153,2008-10-10 19:59:41,82
phrase_425,site_180,2008-10-10 13:54:32,47
phrase_14,site_55,2008-12-02 00:25:33,63
phrase_134,site_193,2008-11-30 20:47:42,49
phrase_251,site_162,2008-12-07 04:17:45,4
phrase_234,site_19,2008-11-12 03:09:31,66
phrase_487,site_187,2008-09-03 21:18:08,50
phrase_150,site_40,2008-10-18 17:20:30,54
phrase_156,site_68,2008-09-27 16:15:53,34
phrase_355,site_70,2008-12-27 20:40:56,46
phrase_480,site_87,2008-12-15 18:10:01,61
phrase_219,site_130,2008-10-31 11:19:48,62
phrase_99,site_27,2008-09-10 18:43:50,48
phrase_267,site_188,2008-11-21 23:56:26,16
phrase_142,site_127,2008-10-29 09:51:15,51
phrase_237,site_8,2008-09-10 21:12:24,58
phrase_373,site_197,2008-12-29 23:20:35,59
phrase_407,site_135,2008-12-27 11:54:57,7
phrase_282,site_24,2008-09-06 18:13:06,74
phrase_74,site_107,2008-12-12 21:09:58,91
phrase_401,site_200,2008-10-07 18:07:44,51
phrase_209,site_31,2008-10-11 13:22:46,15
phrase_20,site_144,2008-09-19 04:32:03,58
phrase_281,site_172,2008-10-09 06:13:57,11
phrase_328,site_61,2008-09-18 21:10:06,16
phrase_401,site_85,2008-11-11 08:05:21,89
phrase_213,site_200,2008-09-21 17:04:07,23
phrase_226,site_95,2008-12-27 19:39:21,2
phrase_269,site_118,2008-10-24 20:08:10,48
phrase_292,site_81,2008-10-23 10:58:49,35
phrase_308,site_77,2008-11-28 06:14:20,41
phrase_480,site_99,2008-09-14 08:25:45,19
phrase_405,site_187,2008-11-16 19:39:35,42
phrase_373,site_79,2008-11-19 23:27:24,66
phrase_114,site_157,2008-12-12 20:27:34,98
phrase_367,site_99,2008-09-28 15:33:20,33
phrase_356,site_151,2008-11-28 08:18:55,45
phrase_412,site_100,2008-09-12 04:26:40,29
